,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,track_name
48,0.248,0.118,10,-18.366,1,0.0411,0.976,0.697,0.0953,0.132,77.177,audio_features,0eyQueQWn2ckMrFXRKvGV8,spotify:track:0eyQueQWn2ckMrFXRKvGV8,https://api.spotify.com/v1/tracks/0eyQueQWn2ckMrFXRKvGV8,https://api.spotify.com/v1/audio-analysis/0eyQueQWn2ckMrFXRKvGV8,140453,4,Morricone: Cinema Paradiso: Childhood and Manhood
49,0.292,0.211,2,-18.296,0,0.0535,0.994,0.896,0.121,0.039,105.059,audio_features,3gTU5Ug2TbdzhqiMhkte9L,spotify:track:3gTU5Ug2TbdzhqiMhkte9L,https://api.spotify.com/v1/tracks/3gTU5Ug2TbdzhqiMhkte9L,https://api.spotify.com/v1/audio-analysis/3gTU5Ug2TbdzhqiMhkte9L,152626,4,Mosa
50,0.23,0.146,5,-13.647,1,0.0377,0.976,0.955,0.115,0.0794,129.487,audio_features,2tvq9gve0QmB7wP8NvD7ah,spotify:track:2tvq9gve0QmB7wP8NvD7ah,https://api.spotify.com/v1/tracks/2tvq9gve0QmB7wP8NvD7ah,https://api.spotify.com/v1/audio-analysis/2tvq9gve0QmB7wP8NvD7ah,160748,4,"The Carnival of the Animals, R. 125: No. 13, The Swan"
51,0.468,0.0151,5,-29.485,1,0.0483,0.995,0.936,0.104,0.401,105.003,audio_features,4Ar1WA7IsWHhxkDRgKWo4t,spotify:track:4Ar1WA7IsWHhxkDRgKWo4t,https://api.spotify.com/v1/tracks/4Ar1WA7IsWHhxkDRgKWo4t,https://api.spotify.com/v1/audio-analysis/4Ar1WA7IsWHhxkDRgKWo4t,176285,4,Sorrow
52,0.3,0.0268,6,-26.397,1,0.0403,0.989,0.912,0.0864,0.0394,168.235,audio_features,0pPCPFOOYEKMxlYhH3blQ4,spotify:track:0pPCPFOOYEKMxlYhH3blQ4,https://api.spotify.com/v1/tracks/0pPCPFOOYEKMxlYhH3blQ4,https://api.spotify.com/v1/audio-analysis/0pPCPFOOYEKMxlYhH3blQ4,353053,4,"Dvorák / Transc. Lenaerts: Rusalka, Op. 114, Act 1: Song to the Moon"
53,0.407,0.034,5,-25.566,0,0.0399,0.993,0.923,0.156,0.0884,72.55,audio_features,6Ky9cixiNakoE7TUiuwh7c,spotify:track:6Ky9cixiNakoE7TUiuwh7c,https://api.spotify.com/v1/tracks/6Ky9cixiNakoE7TUiuwh7c,https://api.spotify.com/v1/audio-analysis/6Ky9cixiNakoE7TUiuwh7c,368238,3,Queen of the Lake
54,0.381,0.0387,1,-30.347,1,0.0398,0.993,0.905,0.103,0.306,76.778,audio_features,5eWWzBTg0AVN2J63EeqfzH,spotify:track:5eWWzBTg0AVN2J63EeqfzH,https://api.spotify.com/v1/tracks/5eWWzBTg0AVN2J63EeqfzH,https://api.spotify.com/v1/audio-analysis/5eWWzBTg0AVN2J63EeqfzH,146037,3,Caught By The Wind
55,0.598,0.184,7,-17.049,1,0.0487,0.982,0.932,0.085,0.365,90.07,audio_features,7EWvXC9YJs6sZZiadawG7C,spotify:track:7EWvXC9YJs6sZZiadawG7C,https://api.spotify.com/v1/tracks/7EWvXC9YJs6sZZiadawG7C,https://api.spotify.com/v1/audio-analysis/7EWvXC9YJs6sZZiadawG7C,229165,4,Rainy Days
56,0.388,0.238,4,-17.414,0,0.0319,0.987,0.93,0.124,0.128,100.032,audio_features,4Tzhr9FMbOsqNHQYc0i0mf,spotify:track:4Tzhr9FMbOsqNHQYc0i0mf,https://api.spotify.com/v1/tracks/4Tzhr9FMbOsqNHQYc0i0mf,https://api.spotify.com/v1/audio-analysis/4Tzhr9FMbOsqNHQYc0i0mf,203973,4,Larmes glacées
57,0.324,0.0357,11,-27.164,0,0.0474,0.996,0.895,0.0652,0.193,73.68,audio_features,1JonBAmA4NzzwnTqFijTOe,spotify:track:1JonBAmA4NzzwnTqFijTOe,https://api.spotify.com/v1/tracks/1JonBAmA4NzzwnTqFijTOe,https://api.spotify.com/v1/audio-analysis/1JonBAmA4NzzwnTqFijTOe,214467,3,"Franck: Prélude, Fugue et Variation, Op. 18, FWV 30: Prélude"
